campus;categoria;curso;cor/raça;possui_necessidade_especial;necessidades_especiais
CAMPUS CAMBORIU;Discente;PARTIU IF - CAM;Não declarada;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Parda;Não;
CAMPUS CAMBORIU;Discente;NEGÓCIOS IMOBILIÁRIOS;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM HOSPEDAGEM INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM CONTROLE AMBIENTAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS DE INFORMAÇÃO;Branca;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;SISTEMAS DE INFORMAÇÃO;Branca;Não;
CAMPUS CAMBORIU;Discente;MESTRADO EM EDUCAÇÃO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM CONTROLE AMBIENTAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM CONTROLE AMBIENTAL INTEGRADO AO ENSINO MÉDIO;Amarela (de origem oriental);Não;
CAMPUS CAMBORIU;Discente;OPERADOR DE COMPUTADOR;Parda;Não;
CAMPUS CAMBORIU;Discente;NEGÓCIOS IMOBILIÁRIOS;Branca;Não;
CAMPUS CAMBORIU;Discente;NOÇÕES INTRODUTÓRIAS EM AUDIODESCRIÇÃO;Preta;Não;
CAMPUS CAMBORIU;Discente;GESTÃO E NEGÓCIOS;Branca;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS DE INFORMAÇÃO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Discente;AGRONOMIA;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS DE INFORMAÇÃO;Parda;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS DE INFORMAÇÃO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM HOSPEDAGEM INTEGRADO AO ENSINO MÉDIO;Preta;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM CONTROLE AMBIENTAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM CONTROLE AMBIENTAL INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS DE INFORMAÇÃO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS PARA INTERNET;Branca;Não;
CAMPUS CAMBORIU;Discente;NEGÓCIOS IMOBILIÁRIOS;Parda;Não;
CAMPUS CAMBORIU;Discente;NOÇÕES INTRODUTÓRIAS EM AUDIODESCRIÇÃO;Parda;Não;
CAMPUS CAMBORIU;Discente;MESTRADO EM EDUCAÇÃO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM DEFESA CIVIL SUBSEQUENTE AO ENSINO MÉDIO;Branca;Sim;Deficiência Visual (Baixa Visão)
CAMPUS CAMBORIU;Discente;AGRONOMIA;Branca;Sim;Deficiência Visual (Baixa Visão)
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM DEFESA CIVIL SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;GESTÃO E NEGÓCIOS;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM DEFESA CIVIL SUBSEQUENTE AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM HOSPEDAGEM INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Branca;Não;
CAMPUS CAMBORIU;Discente;PEDAGOGIA;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;LICENCIATURA EM EDUCAÇÃO ESPECIAL INCLUSIVA;Branca;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS DE INFORMAÇÃO;Branca;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Branca;Não;
CAMPUS CAMBORIU;Técnico Administrativo;;Não Informado;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS PARA INTERNET;Preta;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Parda;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Parda;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;NEGÓCIOS IMOBILIÁRIOS;Branca;Não;
CAMPUS CAMBORIU;Discente;MATEMÁTICA;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM HOSPEDAGEM INTEGRADO AO ENSINO MÉDIO;Parda;Sim;Transtorno do Espectro Autista (TEA), Transtorno do Espectro Autista (TEA) - Suporte 1, Transtorno de Déficit de Atenção e Hiperatividade (TDAH)
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Branca;Não;
CAMPUS CAMBORIU;Técnico Administrativo;;Não Informado;Não;
CAMPUS CAMBORIU;Técnico Administrativo;;Não Informado;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS SUBSEQUENTE AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Parda;Não;
CAMPUS CAMBORIU;Discente;AGRONOMIA;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS PARA INTERNET;Branca;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Parda;Não;
CAMPUS CAMBORIU;Técnico Administrativo;;Não Informado;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Branca;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS DE INFORMAÇÃO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM DEFESA CIVIL SUBSEQUENTE AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Preta;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Preta;Não;
CAMPUS CAMBORIU;Discente;CURSO BÁSICO DE LIBRAS;Parda;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM HOSPEDAGEM INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Branca;Não;
CAMPUS CAMBORIU;Discente;SERVIÇOS ASSISTIDOS POR ANIMAIS E AS MÚLTIPLAS FORMAS DE COMUNICAÇÃO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;ILUSTRAÇÃO E DESIGN DE PERSONAGENS;Branca;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;SERVIÇOS ASSISTIDOS POR ANIMAIS E AS MÚLTIPLAS FORMAS DE COMUNICAÇÃO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;PEDAGOGIA;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM DEFESA CIVIL SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;AGENTE COMUNITÁRIO DE PROTEÇÃO E DEFESA CIVIL;Branca;Não;
CAMPUS CAMBORIU;Discente;MATEMÁTICA;Parda;Não;
CAMPUS CAMBORIU;Discente;MATEMÁTICA;Branca;Não;
CAMPUS CAMBORIU;Discente;LÍNGUA INGLESA;Branca;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS DE INFORMAÇÃO;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;PEDAGOGIA;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Preta;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Preta;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Branca;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Preta;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Preta;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Preta;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Preta;Não;
CAMPUS CAMBORIU;Discente;NEGÓCIOS IMOBILIÁRIOS;Branca;Não;
CAMPUS CAMBORIU;Discente;;Branca;Não;
CAMPUS CAMBORIU;Discente;PEDAGOGIA;Parda;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Preta;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Preta;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM CONTROLE AMBIENTAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;LÍNGUA INGLESA;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM HOSPEDAGEM INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM CONTROLE AMBIENTAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;MATEMÁTICA;Branca;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM HOSPEDAGEM INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS PARA INTERNET;Branca;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Preta;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Discente;NEGÓCIOS IMOBILIÁRIOS;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS SUBSEQUENTE AO ENSINO MÉDIO;Preta;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Parda;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;AGENTE COMUNITÁRIO DE PROTEÇÃO E DEFESA CIVIL;Branca;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Branca;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Parda;Não;
CAMPUS CAMBORIU;Discente;OPERADOR DE COMPUTADOR;Preta;Não;
CAMPUS CAMBORIU;Discente;AGENTE COMUNITÁRIO DE PROTEÇÃO E DEFESA CIVIL;Preta;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Branca;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS PARA INTERNET;Branca;Não;
CAMPUS CAMBORIU;Discente;NOÇÕES INTRODUTÓRIAS EM AUDIODESCRIÇÃO;Branca;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;AGRONOMIA;Branca;Não;
CAMPUS CAMBORIU;Discente;PEDAGOGIA;Branca;Não;
CAMPUS CAMBORIU;Discente;NOÇÕES INTRODUTÓRIAS EM AUDIODESCRIÇÃO;Parda;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Parda;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Branca;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;LICENCIATURA EM EDUCAÇÃO ESPECIAL INCLUSIVA;Preta;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM HOSPEDAGEM INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Técnico Administrativo;;Não Informado;Não;
CAMPUS CAMBORIU;Técnico Administrativo;;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Preta;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;NOÇÕES INTRODUTÓRIAS EM AUDIODESCRIÇÃO;Branca;Não;
CAMPUS CAMBORIU;Discente;;Branca;Não;
CAMPUS CAMBORIU;Discente;CURSO BÁSICO DE LIBRAS;Parda;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Técnico Administrativo;;Preta;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Branca;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Branca;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Parda;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Branca;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS PARA INTERNET;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM HOSPEDAGEM INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Discente;CURSO BÁSICO DE LIBRAS;Parda;Não;
CAMPUS CAMBORIU;Discente;PEDAGOGIA;Parda;Não;
CAMPUS CAMBORIU;Discente;PEDAGOGIA;Branca;Não;
CAMPUS CAMBORIU;Discente;MATEMÁTICA;Branca;Não;
CAMPUS CAMBORIU;Discente;MESTRADO EM EDUCAÇÃO;Parda;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Parda;Não;
CAMPUS CAMBORIU;Discente;PEDAGOGIA;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO SUBSEQUENTE AO ENSINO MÉDIO;Preta;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Branca;Não;
CAMPUS CAMBORIU;Discente;PEDAGOGIA;Branca;Não;
CAMPUS CAMBORIU;Discente;LICENCIATURA EM EDUCAÇÃO ESPECIAL INCLUSIVA;Branca;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Preta;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Parda;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Preta;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO DE DUPLAS USUÁRIO/CÃO-GUIA;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;PEDAGOGIA;Branca;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO SUBSEQUENTE AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Branca;Não;
CAMPUS CAMBORIU;Discente;MATEMÁTICA;Branca;Não;
CAMPUS CAMBORIU;Discente;;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Amarela (de origem oriental);Sim;Altas Habilidades/Superdotação, Transtorno de Déficit de Atenção e Hiperatividade (TDAH), Transtorno do Espectro Autista (TEA)
CAMPUS CAMBORIU;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;SISTEMAS PARA INTERNET;Branca;Não;
CAMPUS CAMBORIU;Discente;NEGÓCIOS IMOBILIÁRIOS;Branca;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS DE INFORMAÇÃO;Preta;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Discente;PEDAGOGIA;Preta;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;NEGÓCIOS IMOBILIÁRIOS;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM INFORMÁTICA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;MATEMÁTICA;Parda;Não;
CAMPUS CAMBORIU;Técnico Administrativo;;Preta;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM CONTROLE AMBIENTAL INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM CONTROLE AMBIENTAL INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Deficiência Visual (Baixa Visão)
CAMPUS CAMBORIU;Discente;TÉCNICO EM CONTROLE AMBIENTAL INTEGRADO AO ENSINO MÉDIO;Branca;Sim;Outras Necessidades, Transtorno do Espectro Autista (TEA)
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Parda;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Parda;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM AGROPECUÁRIA INTEGRADO AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM SEGURANÇA DO TRABALHO SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;AGRONOMIA;Branca;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;PEDAGOGIA;Parda;Não;
CAMPUS CAMBORIU;Discente;NEGÓCIOS IMOBILIÁRIOS;Branca;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Preta;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;TÉCNICO EM DEFESA CIVIL SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS DE INFORMAÇÃO;Branca;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO DE DUPLAS USUÁRIO/CÃO-GUIA;Branca;Não;
CAMPUS CAMBORIU;Discente;TÉCNICO EM DEFESA CIVIL SUBSEQUENTE AO ENSINO MÉDIO;Branca;Não;
CAMPUS CAMBORIU;Discente;TREINAMENTO DE CÃO-GUIA;Branca;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Indígena;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Preta;Não;
CAMPUS CAMBORIU;Docente;;Não Informado;;
CAMPUS CAMBORIU;Discente;MATEMÁTICA;Branca;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Branca;Não;
CAMPUS CAMBORIU;Discente;GESTÃO E NEGÓCIOS;Branca;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Parda;Não;
CAMPUS CAMBORIU;Discente;SUPORTE BÁSICO NAS SITUAÇÕES DE URGÊNCIAS E EMERGÊNCIAS;Branca;Não;
CAMPUS CAMBORIU;Discente;SISTEMAS DE INFORMAÇÃO;Parda;Não;
CAMPUS CAMBORIU;Discente;PARTIU IF - CAM;Não declarada;Não;
CAMPUS CAMBORIU;Discente;PORTUGUÊS PARA FALANTES DE OUTRAS LÍNGUAS - PFOL;Preta;Não;
CAMPUS CAMBORIU;Discente;QP PARA GESTORES DE ESC. PUB. EM ED. ESPECIAL NA PERSPECTIVA INCLUSIVA;Branca;Não;
CAMPUS CAMBORIU;Discente;FORMAÇÃO CONTINUADA PARA PROFESSORES DE EJA;Branca;Não;
